event_id,case_id,person_id,event_type,timestamp,location
EVT-00533,CASE-028,P-0218,Call Made,2024-11-28 12:52:06,"Mysuru, Karnataka"
EVT-00534,CASE-011,P-0219,ATM Withdrawal,2023-07-21 23:49:27,"Bhopal, Madhya Pradesh"
EVT-00535,CASE-013,P-0219,Location Ping,2023-01-31 05:36:50,"New Delhi, Delhi"
EVT-00536,CASE-013,P-0219,ATM Withdrawal,2025-02-03 10:35:52,"Patna, Bihar"
EVT-00537,CASE-011,P-0219,Call Made,2023-09-08 01:27:50,"Chandigarh, Punjab"
EVT-00538,CASE-043,P-0220,Call Made,2024-09-09 03:37:51,"Kolkata, West Bengal"
EVT-00539,CASE-047,P-0221,Call Received,2023-11-05 06:21:05,"Coimbatore, Tamil Nadu"
EVT-00540,CASE-047,P-0221,Call Received,2023-05-19 13:07:35,"Mysuru, Karnataka"
EVT-00541,CASE-047,P-0221,Location Ping,2023-09-24 00:36:23,"Coimbatore, Tamil Nadu"
EVT-00542,CASE-056,P-0222,Call Made,2024-12-26 18:12:34,"New Delhi, Delhi"
EVT-00543,CASE-056,P-0222,SMS Sent,2023-01-17 12:44:22,"Coimbatore, Tamil Nadu"
EVT-00544,CASE-056,P-0222,ATM Withdrawal,2023-06-07 22:01:52,"Nagpur, Maharashtra"
EVT-00545,CASE-020,P-0223,SMS Sent,2023-06-24 22:46:44,"Hyderabad, Telangana"
EVT-00546,CASE-020,P-0223,Call Received,2025-03-08 09:00:11,"Surat, Gujarat"
EVT-00547,CASE-058,P-0224,SMS Sent,2025-04-28 08:33:37,"Chandigarh, Punjab"
EVT-00548,CASE-058,P-0224,SMS Sent,2023-07-08 09:03:27,"Coimbatore, Tamil Nadu"
EVT-00549,CASE-054,P-0225,Call Made,2025-11-03 12:13:37,"New Delhi, Delhi"
EVT-00550,CASE-054,P-0225,Location Ping,2024-02-16 00:57:12,"Chandigarh, Punjab"
EVT-00551,CASE-008,P-0226,Bank Login,2024-05-16 19:09:28,"Mumbai, Maharashtra"
EVT-00552,CASE-008,P-0227,Location Ping,2025-03-03 16:11:35,"Mumbai, Maharashtra"
EVT-00553,CASE-008,P-0227,SMS Sent,2024-03-03 19:20:59,"Ahmedabad, Gujarat"
EVT-00554,CASE-050,P-0228,SMS Sent,2023-11-15 06:51:52,"Warangal, Telangana"
EVT-00555,CASE-039,P-0229,SMS Sent,2025-04-09 19:44:30,"Bengaluru Urban, Karnataka"
EVT-00556,CASE-054,P-0230,ATM Withdrawal,2025-02-15 04:36:42,"Kolkata, West Bengal"
EVT-00557,CASE-022,P-0230,Call Received,2023-04-27 18:51:36,"Pune, Maharashtra"
EVT-00558,CASE-016,P-0231,SMS Sent,2025-07-03 23:15:12,"New Delhi, Delhi"
EVT-00559,CASE-016,P-0231,Call Made,2025-09-02 23:26:25,"Coimbatore, Tamil Nadu"
EVT-00560,CASE-018,P-0232,Call Received,2025-06-08 09:05:05,"New Delhi, Delhi"
EVT-00561,CASE-018,P-0232,ATM Withdrawal,2025-02-02 05:12:34,"Bhopal, Madhya Pradesh"
EVT-00562,CASE-018,P-0232,Call Received,2024-10-23 19:11:43,"Hyderabad, Telangana"
EVT-00563,CASE-038,P-0233,Bank Login,2023-10-03 07:06:50,"New Delhi, Delhi"
EVT-00564,CASE-038,P-0233,SMS Sent,2023-02-15 07:03:00,"Surat, Gujarat"
EVT-00565,CASE-045,P-0234,ATM Withdrawal,2023-02-05 14:28:13,"Patna, Bihar"
EVT-00566,CASE-045,P-0234,SMS Sent,2025-11-23 12:01:28,"Bengaluru Urban, Karnataka"
EVT-00567,CASE-028,P-0235,ATM Withdrawal,2023-04-05 21:33:39,"Jodhpur, Rajasthan"
EVT-00568,CASE-028,P-0235,Call Received,2024-09-21 06:39:06,"Kolkata, West Bengal"
EVT-00569,CASE-028,P-0235,Call Made,2024-07-21 03:24:14,"Pune, Maharashtra"
EVT-00570,CASE-028,P-0235,Bank Login,2023-08-12 02:53:42,"Nagpur, Maharashtra"
EVT-00571,CASE-018,P-0236,Call Received,2025-09-04 09:20:29,"Jaipur, Rajasthan"
EVT-00572,CASE-018,P-0236,ATM Withdrawal,2023-09-05 08:02:44,"Nagpur, Maharashtra"
EVT-00573,CASE-046,P-0237,ATM Withdrawal,2024-07-22 14:58:44,"Pune, Maharashtra"
EVT-00574,CASE-031,P-0237,Bank Login,2024-11-25 19:53:37,"Bengaluru Urban, Karnataka"
EVT-00575,CASE-046,P-0237,Location Ping,2024-09-21 01:03:33,"Chandigarh, Punjab"
EVT-00576,CASE-024,P-0237,ATM Withdrawal,2023-04-24 04:29:55,"Kolkata, West Bengal"
EVT-00577,CASE-003,P-0238,Bank Login,2023-08-04 12:45:16,"Surat, Gujarat"
EVT-00578,CASE-054,P-0238,SMS Sent,2025-07-12 00:18:23,"Mumbai, Maharashtra"
EVT-00579,CASE-059,P-0239,SMS Sent,2025-08-26 11:24:57,"Bhopal, Madhya Pradesh"
EVT-00580,CASE-059,P-0239,Bank Login,2023-01-26 02:43:21,"Chennai, Tamil Nadu"
EVT-00581,CASE-059,P-0239,Call Made,2024-05-29 00:09:41,"Mumbai, Maharashtra"
EVT-00582,CASE-036,P-0240,ATM Withdrawal,2025-07-18 07:21:56,"Warangal, Telangana"
EVT-00583,CASE-036,P-0240,ATM Withdrawal,2023-07-21 22:18:37,"Ahmedabad, Gujarat"
EVT-00584,CASE-045,P-0241,ATM Withdrawal,2023-05-11 12:16:25,"Ahmedabad, Gujarat"
EVT-00585,CASE-045,P-0241,SMS Sent,2025-08-30 13:25:35,"New Delhi, Delhi"
EVT-00586,CASE-045,P-0241,Call Made,2025-12-16 01:55:50,"Kanpur, Uttar Pradesh"
EVT-00587,CASE-035,P-0242,Call Received,2024-01-01 11:54:30,"New Delhi, Delhi"
EVT-00588,CASE-059,P-0243,SMS Sent,2025-01-11 22:16:19,"Coimbatore, Tamil Nadu"
EVT-00589,CASE-059,P-0243,Call Made,2025-08-14 06:35:34,"Kanpur, Uttar Pradesh"
EVT-00590,CASE-059,P-0243,SMS Sent,2023-05-02 03:44:49,"Bhopal, Madhya Pradesh"
EVT-00591,CASE-059,P-0243,ATM Withdrawal,2025-09-02 06:47:17,"Kanpur, Uttar Pradesh"
EVT-00592,CASE-020,P-0244,Bank Login,2025-02-04 00:39:22,"Jodhpur, Rajasthan"
EVT-00593,CASE-020,P-0244,Call Received,2025-08-26 19:01:51,"Chandigarh, Punjab"
EVT-00594,CASE-017,P-0244,Bank Login,2025-02-11 09:55:54,"Mysuru, Karnataka"
EVT-00595,CASE-059,P-0244,Location Ping,2025-03-12 18:13:52,"Chandigarh, Punjab"
EVT-00596,CASE-057,P-0245,ATM Withdrawal,2023-03-01 07:27:02,"New Delhi, Delhi"
EVT-00597,CASE-057,P-0245,ATM Withdrawal,2025-03-25 14:33:20,"Pune, Maharashtra"
EVT-00598,CASE-021,P-0246,ATM Withdrawal,2025-08-29 05:09:04,"Hyderabad, Telangana"
EVT-00599,CASE-021,P-0246,Call Made,2025-12-16 10:10:48,"Warangal, Telangana"
EVT-00600,CASE-021,P-0246,ATM Withdrawal,2024-07-13 19:05:33,"Jodhpur, Rajasthan"
EVT-00601,CASE-021,P-0246,ATM Withdrawal,2025-08-20 10:05:38,"Surat, Gujarat"
EVT-00602,CASE-027,P-0247,Call Made,2025-11-11 11:40:40,"Bengaluru Urban, Karnataka"
EVT-00603,CASE-027,P-0247,Location Ping,2025-04-21 14:39:11,"Chennai, Tamil Nadu"
EVT-00604,CASE-051,P-0247,Location Ping,2024-02-21 19:47:08,"Warangal, Telangana"
EVT-00605,CASE-027,P-0247,Bank Login,2024-09-02 18:33:55,"Kanpur, Uttar Pradesh"
EVT-00606,CASE-032,P-0248,Call Received,2024-07-02 09:32:12,"Bhopal, Madhya Pradesh"
EVT-00607,CASE-031,P-0248,Call Received,2025-09-18 13:35:39,"Hyderabad, Telangana"
EVT-00608,CASE-032,P-0248,ATM Withdrawal,2025-04-07 12:36:40,"Chandigarh, Punjab"
EVT-00609,CASE-031,P-0248,SMS Sent,2023-12-12 04:06:36,"Coimbatore, Tamil Nadu"
EVT-00610,CASE-028,P-0249,SMS Sent,2023-09-13 10:04:44,"Warangal, Telangana"
EVT-00611,CASE-011,P-0250,Call Received,2025-04-08 01:10:51,"Surat, Gujarat"
EVT-00612,CASE-039,P-0251,Location Ping,2024-08-27 09:49:28,"Chennai, Tamil Nadu"
EVT-00613,CASE-039,P-0251,SMS Sent,2025-07-04 04:08:36,"Hyderabad, Telangana"
EVT-00614,CASE-039,P-0251,Location Ping,2025-04-02 22:10:22,"Bhopal, Madhya Pradesh"
EVT-00615,CASE-039,P-0251,Call Made,2023-12-14 06:41:03,"Kolkata, West Bengal"
EVT-00616,CASE-021,P-0252,Location Ping,2024-07-22 06:10:11,"Pune, Maharashtra"
EVT-00617,CASE-004,P-0253,SMS Sent,2025-05-17 21:16:58,"Surat, Gujarat"
EVT-00618,CASE-004,P-0253,Bank Login,2024-05-12 18:55:18,"Patna, Bihar"
EVT-00619,CASE-004,P-0253,Location Ping,2023-12-15 07:01:55,"Pune, Maharashtra"
EVT-00620,CASE-004,P-0253,Location Ping,2025-09-02 18:17:59,"Bhopal, Madhya Pradesh"
EVT-00621,CASE-029,P-0254,Call Made,2025-01-17 13:04:58,"Bhopal, Madhya Pradesh"
EVT-00622,CASE-026,P-0255,Call Made,2023-11-06 08:46:07,"Kolkata, West Bengal"
EVT-00623,CASE-026,P-0255,Bank Login,2024-01-02 15:23:21,"Warangal, Telangana"
EVT-00624,CASE-026,P-0255,Call Made,2024-07-19 19:14:35,"Coimbatore, Tamil Nadu"
EVT-00625,CASE-026,P-0255,Location Ping,2023-05-18 00:36:17,"Surat, Gujarat"
EVT-00626,CASE-037,P-0256,Call Made,2024-05-22 14:47:15,"Surat, Gujarat"
EVT-00627,CASE-037,P-0256,Call Made,2023-12-03 11:16:45,"Chennai, Tamil Nadu"
EVT-00628,CASE-037,P-0256,Bank Login,2023-11-30 03:55:53,"Lucknow, Uttar Pradesh"
EVT-00629,CASE-034,P-0257,Call Received,2024-10-24 03:45:17,"Kanpur, Uttar Pradesh"
EVT-00630,CASE-034,P-0257,Call Made,2023-01-25 22:38:21,"Bhopal, Madhya Pradesh"
EVT-00631,CASE-034,P-0257,Call Received,2025-12-18 22:44:16,"Bengaluru Urban, Karnataka"
EVT-00632,CASE-034,P-0257,Call Made,2023-02-24 16:03:35,"Jaipur, Rajasthan"
EVT-00633,CASE-049,P-0258,SMS Sent,2025-08-14 11:39:33,"Kolkata, West Bengal"
EVT-00634,CASE-042,P-0258,ATM Withdrawal,2025-07-08 05:28:20,"Kolkata, West Bengal"
EVT-00635,CASE-021,P-0259,Bank Login,2023-07-24 11:41:09,"Patna, Bihar"
EVT-00636,CASE-021,P-0259,Location Ping,2024-07-14 18:33:20,"Mysuru, Karnataka"
EVT-00637,CASE-021,P-0259,Bank Login,2025-03-29 07:53:49,"New Delhi, Delhi"
EVT-00638,CASE-021,P-0259,SMS Sent,2023-09-10 21:13:59,"Mysuru, Karnataka"
EVT-00639,CASE-017,P-0260,SMS Sent,2023-04-01 16:09:35,"Surat, Gujarat"
EVT-00640,CASE-017,P-0260,SMS Sent,2025-04-17 04:12:13,"Kanpur, Uttar Pradesh"
EVT-00641,CASE-017,P-0260,Location Ping,2023-09-18 08:12:10,"Mysuru, Karnataka"
EVT-00642,CASE-019,P-0261,Bank Login,2024-06-07 22:54:30,"Warangal, Telangana"
EVT-00643,CASE-019,P-0261,ATM Withdrawal,2025-07-02 22:12:17,"Lucknow, Uttar Pradesh"
EVT-00644,CASE-019,P-0261,Location Ping,2025-08-11 06:26:56,"Ahmedabad, Gujarat"
EVT-00645,CASE-019,P-0261,Bank Login,2023-07-20 05:37:21,"Ahmedabad, Gujarat"
EVT-00646,CASE-012,P-0262,ATM Withdrawal,2024-10-27 00:59:45,"Surat, Gujarat"
EVT-00647,CASE-054,P-0263,Call Made,2023-03-03 05:01:12,"Mumbai, Maharashtra"
EVT-00648,CASE-002,P-0264,Location Ping,2025-09-19 21:47:59,"Hyderabad, Telangana"
EVT-00649,CASE-002,P-0264,Call Made,2024-01-03 06:25:23,"Mysuru, Karnataka"
EVT-00650,CASE-041,P-0265,Location Ping,2023-04-18 13:33:01,"Coimbatore, Tamil Nadu"
EVT-00651,CASE-030,P-0266,Location Ping,2025-01-16 11:25:36,"Mumbai, Maharashtra"
EVT-00652,CASE-004,P-0267,Bank Login,2023-10-10 23:00:29,"Bengaluru Urban, Karnataka"
EVT-00653,CASE-004,P-0267,Location Ping,2024-03-17 17:49:11,"Kolkata, West Bengal"
EVT-00654,CASE-006,P-0268,Bank Login,2025-08-21 01:52:06,"Patna, Bihar"
EVT-00655,CASE-006,P-0268,SMS Sent,2025-12-08 10:30:38,"Hyderabad, Telangana"
EVT-00656,CASE-006,P-0268,SMS Sent,2025-09-17 01:04:47,"Kanpur, Uttar Pradesh"
EVT-00657,CASE-006,P-0268,ATM Withdrawal,2024-10-04 00:10:29,"Mysuru, Karnataka"
EVT-00658,CASE-037,P-0269,Location Ping,2025-03-11 12:17:56,"Chennai, Tamil Nadu"
EVT-00659,CASE-050,P-0270,Call Received,2023-04-19 02:37:23,"Kolkata, West Bengal"
EVT-00660,CASE-028,P-0270,Call Received,2025-04-24 02:06:17,"Bengaluru Urban, Karnataka"
EVT-00661,CASE-028,P-0270,Call Received,2023-04-08 17:39:47,"Mysuru, Karnataka"
EVT-00662,CASE-008,P-0271,ATM Withdrawal,2023-01-12 00:07:16,"Ahmedabad, Gujarat"
EVT-00663,CASE-008,P-0271,Call Made,2024-08-08 21:24:25,"Pune, Maharashtra"
EVT-00664,CASE-056,P-0272,SMS Sent,2024-02-12 14:37:19,"Patna, Bihar"
EVT-00665,CASE-048,P-0273,ATM Withdrawal,2025-05-08 15:51:51,"Kanpur, Uttar Pradesh"
EVT-00666,CASE-048,P-0273,Call Made,2025-04-07 05:31:40,"Chennai, Tamil Nadu"
EVT-00667,CASE-055,P-0274,Bank Login,2023-05-16 07:01:15,"Kanpur, Uttar Pradesh"
EVT-00668,CASE-055,P-0274,Call Received,2024-06-27 20:12:56,"Patna, Bihar"
EVT-00669,CASE-055,P-0274,Location Ping,2024-02-09 10:12:12,"Jaipur, Rajasthan"
EVT-00670,CASE-055,P-0274,SMS Sent,2023-07-30 18:01:08,"Jodhpur, Rajasthan"
EVT-00671,CASE-053,P-0275,Location Ping,2023-08-10 06:45:47,"Bhopal, Madhya Pradesh"
EVT-00672,CASE-053,P-0275,Bank Login,2025-11-06 11:21:57,"Kanpur, Uttar Pradesh"
EVT-00673,CASE-027,P-0276,ATM Withdrawal,2023-06-08 20:09:15,"Jodhpur, Rajasthan"
EVT-00674,CASE-027,P-0276,Bank Login,2023-10-10 04:29:46,"Kanpur, Uttar Pradesh"
EVT-00675,CASE-027,P-0276,ATM Withdrawal,2024-12-29 05:06:17,"Chennai, Tamil Nadu"
EVT-00676,CASE-027,P-0276,SMS Sent,2025-12-03 23:13:05,"Coimbatore, Tamil Nadu"
EVT-00677,CASE-019,P-0277,ATM Withdrawal,2023-12-04 12:24:35,"Chandigarh, Punjab"
EVT-00678,CASE-002,P-0277,Call Made,2024-05-21 03:32:50,"Chennai, Tamil Nadu"
EVT-00679,CASE-016,P-0278,Bank Login,2025-05-30 14:37:02,"Bhopal, Madhya Pradesh"
EVT-00680,CASE-016,P-0278,ATM Withdrawal,2024-10-01 22:14:47,"Chennai, Tamil Nadu"
EVT-00681,CASE-030,P-0279,Location Ping,2025-10-17 23:56:52,"Chandigarh, Punjab"
EVT-00682,CASE-056,P-0280,Call Received,2025-05-09 06:25:10,"New Delhi, Delhi"
EVT-00683,CASE-044,P-0281,Call Received,2024-05-20 00:42:00,"Jaipur, Rajasthan"
EVT-00684,CASE-044,P-0281,Bank Login,2025-04-19 02:45:25,"Coimbatore, Tamil Nadu"
EVT-00685,CASE-028,P-0282,Location Ping,2024-10-11 03:31:26,"Bengaluru Urban, Karnataka"
EVT-00686,CASE-028,P-0282,ATM Withdrawal,2025-09-28 08:40:18,"Kanpur, Uttar Pradesh"
EVT-00687,CASE-028,P-0282,Call Received,2023-09-08 23:27:22,"Jodhpur, Rajasthan"
EVT-00688,CASE-007,P-0283,Call Made,2025-06-06 02:03:10,"Surat, Gujarat"
EVT-00689,CASE-007,P-0283,Location Ping,2025-06-16 06:49:17,"Patna, Bihar"
EVT-00690,CASE-007,P-0283,Call Received,2024-11-25 02:54:27,"Bhopal, Madhya Pradesh"
EVT-00691,CASE-060,P-0284,Call Received,2025-06-06 02:02:02,"Chennai, Tamil Nadu"
EVT-00692,CASE-060,P-0284,Call Made,2023-09-09 19:08:14,"Mumbai, Maharashtra"
EVT-00693,CASE-060,P-0284,Call Received,2025-11-01 17:08:33,"Bhopal, Madhya Pradesh"
EVT-00694,CASE-060,P-0284,Bank Login,2025-02-12 03:38:05,"Bengaluru Urban, Karnataka"
EVT-00695,CASE-043,P-0285,ATM Withdrawal,2024-05-22 18:50:57,"Mysuru, Karnataka"
EVT-00696,CASE-039,P-0285,Call Received,2023-08-20 20:03:17,"Pune, Maharashtra"
EVT-00697,CASE-003,P-0286,Location Ping,2024-09-08 22:08:32,"Mumbai, Maharashtra"
EVT-00698,CASE-026,P-0287,Call Made,2023-03-11 01:47:53,"Warangal, Telangana"
EVT-00699,CASE-026,P-0287,Bank Login,2025-12-01 16:28:33,"Kanpur, Uttar Pradesh"
EVT-00700,CASE-058,P-0288,ATM Withdrawal,2023-11-24 03:12:18,"Jaipur, Rajasthan"
EVT-00701,CASE-058,P-0288,Call Received,2024-01-03 20:23:21,"New Delhi, Delhi"
EVT-00702,CASE-058,P-0288,Call Made,2023-03-04 19:37:48,"Coimbatore, Tamil Nadu"
EVT-00703,CASE-058,P-0288,Location Ping,2024-04-14 07:14:09,"Hyderabad, Telangana"
EVT-00704,CASE-017,P-0289,Bank Login,2025-06-10 10:45:54,"Surat, Gujarat"
EVT-00705,CASE-017,P-0289,SMS Sent,2023-04-14 03:53:09,"Jaipur, Rajasthan"
EVT-00706,CASE-017,P-0289,Call Received,2025-06-05 06:22:57,"Nagpur, Maharashtra"
EVT-00707,CASE-017,P-0289,Call Received,2025-09-25 17:29:03,"Chandigarh, Punjab"
EVT-00708,CASE-022,P-0290,ATM Withdrawal,2023-02-07 07:54:05,"Nagpur, Maharashtra"
EVT-00709,CASE-022,P-0290,Call Received,2025-01-12 11:57:58,"Warangal, Telangana"
EVT-00710,CASE-021,P-0291,Bank Login,2023-11-01 23:48:37,"Pune, Maharashtra"
EVT-00711,CASE-021,P-0291,SMS Sent,2023-05-09 09:20:02,"Coimbatore, Tamil Nadu"
EVT-00712,CASE-017,P-0292,Bank Login,2023-06-28 21:51:14,"Mysuru, Karnataka"
EVT-00713,CASE-017,P-0292,Call Made,2025-09-10 18:47:17,"Mysuru, Karnataka"
EVT-00714,CASE-017,P-0292,Call Made,2023-11-18 22:40:36,"Chennai, Tamil Nadu"
EVT-00715,CASE-017,P-0292,ATM Withdrawal,2025-12-24 00:52:44,"Kanpur, Uttar Pradesh"
EVT-00716,CASE-009,P-0293,ATM Withdrawal,2023-08-05 21:58:19,"Mumbai, Maharashtra"
EVT-00717,CASE-009,P-0293,Bank Login,2025-11-12 03:34:39,"Nagpur, Maharashtra"
EVT-00718,CASE-009,P-0293,Call Made,2024-08-17 07:41:34,"Jodhpur, Rajasthan"
EVT-00719,CASE-009,P-0293,Call Received,2023-10-08 17:14:40,"Mumbai, Maharashtra"
EVT-00720,CASE-024,P-0294,ATM Withdrawal,2023-02-19 13:57:55,"Kanpur, Uttar Pradesh"
EVT-00721,CASE-049,P-0295,ATM Withdrawal,2025-04-02 00:20:10,"Kanpur, Uttar Pradesh"
EVT-00722,CASE-049,P-0295,Call Received,2025-08-25 18:09:16,"Coimbatore, Tamil Nadu"
EVT-00723,CASE-028,P-0296,Bank Login,2023-10-26 22:51:13,"Lucknow, Uttar Pradesh"
EVT-00724,CASE-032,P-0297,Call Received,2025-04-12 21:03:48,"Pune, Maharashtra"
EVT-00725,CASE-032,P-0297,SMS Sent,2025-10-07 17:06:53,"Ahmedabad, Gujarat"
EVT-00726,CASE-032,P-0297,Call Received,2024-03-14 03:23:57,"Chennai, Tamil Nadu"
EVT-00727,CASE-032,P-0297,Call Made,2024-03-17 21:04:51,"Pune, Maharashtra"
EVT-00728,CASE-055,P-0298,Location Ping,2023-01-14 13:55:52,"Chandigarh, Punjab"
EVT-00729,CASE-055,P-0298,Call Received,2023-08-22 05:10:49,"Bhopal, Madhya Pradesh"
EVT-00730,CASE-055,P-0298,SMS Sent,2023-07-20 02:17:18,"Pune, Maharashtra"
EVT-00731,CASE-055,P-0298,ATM Withdrawal,2024-07-23 16:34:50,"Jaipur, Rajasthan"
EVT-00732,CASE-029,P-0299,ATM Withdrawal,2025-10-14 18:00:02,"Pune, Maharashtra"
EVT-00733,CASE-029,P-0299,ATM Withdrawal,2025-11-02 01:43:08,"Chandigarh, Punjab"
EVT-00734,CASE-029,P-0299,Call Received,2025-12-14 23:05:43,"Chandigarh, Punjab"
EVT-00735,CASE-029,P-0299,Call Made,2023-05-31 22:41:16,"Hyderabad, Telangana"
EVT-00736,CASE-015,P-0300,Call Received,2024-03-03 21:57:55,"Coimbatore, Tamil Nadu"
EVT-00737,CASE-015,P-0300,Location Ping,2025-05-03 22:06:50,"Surat, Gujarat"
EVT-00738,CASE-015,P-0300,SMS Sent,2024-04-21 19:44:41,"Mysuru, Karnataka"
EVT-00739,CASE-015,P-0300,Call Made,2024-02-07 21:32:22,"Nagpur, Maharashtra"
EVT-00740,CASE-011,P-0301,Call Received,2025-01-18 12:45:41,"Mumbai, Maharashtra"
EVT-00741,CASE-011,P-0301,Call Made,2024-07-16 01:43:24,"Bhopal, Madhya Pradesh"
EVT-00742,CASE-058,P-0302,Call Received,2025-05-16 02:09:55,"Patna, Bihar"
EVT-00743,CASE-058,P-0302,Call Made,2023-09-16 10:02:45,"Bhopal, Madhya Pradesh"
EVT-00744,CASE-023,P-0303,ATM Withdrawal,2023-05-13 14:57:29,"Lucknow, Uttar Pradesh"
EVT-00745,CASE-030,P-0304,SMS Sent,2023-12-21 11:57:33,"Mysuru, Karnataka"
EVT-00746,CASE-030,P-0304,Location Ping,2025-04-04 22:52:28,"Bengaluru Urban, Karnataka"
EVT-00747,CASE-030,P-0304,Location Ping,2024-02-10 13:05:28,"Chennai, Tamil Nadu"
EVT-00748,CASE-030,P-0304,Call Received,2025-12-25 06:40:05,"Ahmedabad, Gujarat"
EVT-00749,CASE-056,P-0305,Call Made,2023-07-13 16:57:17,"Pune, Maharashtra"
EVT-00750,CASE-054,P-0306,SMS Sent,2025-05-26 19:24:41,"Kanpur, Uttar Pradesh"
EVT-00751,CASE-054,P-0306,SMS Sent,2024-04-23 20:44:26,"Bhopal, Madhya Pradesh"
EVT-00752,CASE-012,P-0306,Location Ping,2024-11-18 21:14:16,"Chandigarh, Punjab"
EVT-00753,CASE-058,P-0307,Location Ping,2024-10-22 11:29:25,"Chennai, Tamil Nadu"
EVT-00754,CASE-058,P-0307,Location Ping,2025-01-14 23:43:16,"Bengaluru Urban, Karnataka"
EVT-00755,CASE-058,P-0307,Location Ping,2024-12-18 07:08:02,"Lucknow, Uttar Pradesh"
EVT-00756,CASE-001,P-0308,Call Made,2025-05-12 01:42:54,"Mumbai, Maharashtra"
EVT-00757,CASE-027,P-0309,Call Made,2023-11-18 21:42:04,"Pune, Maharashtra"
EVT-00758,CASE-032,P-0310,Call Made,2024-11-29 00:04:44,"Jodhpur, Rajasthan"
EVT-00759,CASE-032,P-0310,Call Made,2025-01-29 14:39:09,"Chennai, Tamil Nadu"
EVT-00760,CASE-032,P-0310,Bank Login,2023-03-08 05:07:01,"New Delhi, Delhi"
EVT-00761,CASE-032,P-0310,Bank Login,2023-06-01 08:23:28,"Jaipur, Rajasthan"
EVT-00762,CASE-002,P-0311,Call Received,2025-07-09 19:13:26,"Pune, Maharashtra"
EVT-00763,CASE-002,P-0311,Location Ping,2025-12-30 02:20:52,"Mumbai, Maharashtra"
EVT-00764,CASE-019,P-0311,Call Made,2023-10-31 16:14:13,"Kolkata, West Bengal"
EVT-00765,CASE-002,P-0311,SMS Sent,2024-12-04 15:41:22,"Bengaluru Urban, Karnataka"
EVT-00766,CASE-038,P-0312,SMS Sent,2023-12-23 00:47:07,"Surat, Gujarat"
EVT-00767,CASE-038,P-0312,Call Made,2024-03-22 23:10:36,"Jaipur, Rajasthan"
EVT-00768,CASE-021,P-0313,Location Ping,2023-11-06 21:41:42,"Jodhpur, Rajasthan"
EVT-00769,CASE-021,P-0313,Call Made,2025-12-29 17:26:10,"Coimbatore, Tamil Nadu"
EVT-00770,CASE-021,P-0313,Call Made,2025-05-27 21:37:07,"Lucknow, Uttar Pradesh"
EVT-00771,CASE-054,P-0314,Bank Login,2025-03-31 09:49:38,"Jaipur, Rajasthan"
EVT-00772,CASE-054,P-0314,SMS Sent,2025-12-28 16:56:31,"Lucknow, Uttar Pradesh"
EVT-00773,CASE-041,P-0315,Call Made,2023-11-14 18:37:13,"Bengaluru Urban, Karnataka"
EVT-00774,CASE-041,P-0315,Location Ping,2023-11-06 01:56:42,"Coimbatore, Tamil Nadu"
EVT-00775,CASE-041,P-0315,Call Received,2024-11-13 16:51:41,"Warangal, Telangana"
EVT-00776,CASE-001,P-0316,SMS Sent,2023-08-20 07:53:59,"Nagpur, Maharashtra"
EVT-00777,CASE-001,P-0316,Bank Login,2023-04-10 12:52:20,"Kolkata, West Bengal"
EVT-00778,CASE-001,P-0316,Call Received,2025-12-22 14:24:07,"Patna, Bihar"
EVT-00779,CASE-001,P-0316,Call Made,2023-03-31 10:46:15,"Warangal, Telangana"
EVT-00780,CASE-040,P-0317,SMS Sent,2023-06-05 14:30:10,"Ahmedabad, Gujarat"
EVT-00781,CASE-040,P-0317,ATM Withdrawal,2025-07-04 11:13:32,"Pune, Maharashtra"
EVT-00782,CASE-040,P-0317,Call Made,2023-03-20 13:40:04,"Kanpur, Uttar Pradesh"
EVT-00783,CASE-040,P-0317,ATM Withdrawal,2024-12-27 00:23:32,"Bengaluru Urban, Karnataka"
EVT-00784,CASE-047,P-0318,Call Made,2025-10-14 16:01:02,"Warangal, Telangana"
EVT-00785,CASE-047,P-0318,Bank Login,2025-05-07 13:20:34,"Nagpur, Maharashtra"
EVT-00786,CASE-047,P-0318,Bank Login,2023-01-05 16:51:02,"Surat, Gujarat"
EVT-00787,CASE-052,P-0319,Location Ping,2023-09-25 09:07:12,"Mumbai, Maharashtra"
EVT-00788,CASE-037,P-0319,Bank Login,2025-08-03 19:32:38,"Kolkata, West Bengal"
EVT-00789,CASE-021,P-0320,ATM Withdrawal,2025-07-17 20:34:13,"Patna, Bihar"
EVT-00790,CASE-039,P-0321,ATM Withdrawal,2023-12-14 11:25:18,"Nagpur, Maharashtra"
EVT-00791,CASE-039,P-0321,SMS Sent,2025-07-06 00:37:07,"Kanpur, Uttar Pradesh"
EVT-00792,CASE-039,P-0321,SMS Sent,2024-08-16 18:14:27,"Bhopal, Madhya Pradesh"
EVT-00793,CASE-039,P-0321,Call Made,2024-09-30 06:59:07,"Jodhpur, Rajasthan"
EVT-00794,CASE-012,P-0322,Call Received,2025-01-23 08:26:55,"Ahmedabad, Gujarat"
EVT-00795,CASE-006,P-0323,SMS Sent,2025-06-06 01:05:25,"Warangal, Telangana"
EVT-00796,CASE-026,P-0324,Call Received,2024-05-15 16:56:36,"Lucknow, Uttar Pradesh"
EVT-00797,CASE-026,P-0324,Call Received,2025-12-06 03:27:49,"Kolkata, West Bengal"
