pattern_type,entity_1,entity_2,relation,detail,split
cross_case_link,P-0321,P-0066,shared_burner_phone,PH-0321,test
cross_case_link,CASE-024,CASE-026,money_mule_link,CHAIN-0098:A-0483>A-0026>A-0231>A-0256>A-0454,train
cross_case_link,CASE-021,CASE-037,money_mule_link,CHAIN-0165:A-0013>A-0006>A-0033,train
cross_case_link,P-0301,P-0166,money_mule_link,A-0370>A-0205,train
cross_case_link,P-0231,P-0258,money_mule_link,A-0288>A-0321,train
identity_resolution,P-0317,P-0318,same_individual_alias,PH-0153,train
cross_case_link,CASE-026,CASE-051,money_mule_link,CHAIN-0057:A-0318>A-0460>A-0253,train
identity_resolution,P-0005,P-0369,same_individual_alias,PH-0005,train
cross_case_link,P-0387,P-0270,money_mule_link,A-0476>A-0333,train
identity_resolution,P-0371,P-0373,same_individual_alias,PH-0070,train
cross_case_link,P-0391,P-0110,money_mule_link,CHAIN-0107:A-0480>A-0144>A-0134,train
cross_case_link,P-0035,P-0079,money_mule_link,CHAIN-0016:A-0042>A-0001>A-0095,train
identity_resolution,P-0336,P-0337,same_individual_alias,PH-0215,train
cross_case_link,P-0298,P-0211,money_mule_link,CHAIN-0094:A-0366>A-0412>A-0268>A-0262,test
cross_case_link,P-0390,P-0061,money_mule_link,A-0479>A-0073,train
cross_case_link,P-0388,P-0203,money_mule_link,CHAIN-0190:A-0477>A-0398>A-0425>A-0254,train
cross_case_link,P-0356,P-0062,money_mule_link,CHAIN-0067:A-0439>A-0158>A-0432>A-0074,train
cross_case_link,P-0009,P-0317,money_mule_link,A-0010>A-0389,test
cross_case_link,CASE-036,CASE-059,money_mule_link,CHAIN-0078:A-0101>A-0293>A-0001>A-0416,train
cross_case_link,CASE-008,CASE-056,money_mule_link,CHAIN-0061:A-0073>A-0278>A-0189>A-0456,train
cross_case_link,P-0010,P-0190,money_mule_link,CHAIN-0181:A-0012>A-0286>A-0235,train
cross_case_link,CASE-039,CASE-024,money_mule_link,CHAIN-0164:A-0469>A-0430>A-0354>A-0483,train
cross_case_link,P-0026,P-0331,money_mule_link,A-0031>A-0405,train
cross_case_link,P-0356,P-0129,money_mule_link,A-0439>A-0158,train
cross_case_link,P-0303,P-0100,money_mule_link,A-0373>A-0121,train
identity_resolution,P-0288,P-0377,same_individual_alias,PH-0288,train
cross_case_link,P-0026,P-0113,money_mule_link,CHAIN-0003:A-0031>A-0405>A-0156>A-0069>A-0137,train
cross_case_link,P-0052,P-0242,money_mule_link,A-0061>A-0301,train
cross_case_link,P-0052,P-0366,money_mule_link,A-0061>A-0453,train
cross_case_link,P-0063,P-0300,money_mule_link,CHAIN-0015:A-0075>A-0467>A-0369,train
cross_case_link,P-0017,P-0337,money_mule_link,A-0021>A-0414,test
cross_case_link,P-0229,P-0190,money_mule_link,A-0286>A-0235,train
cross_case_link,CASE-058,CASE-054,money_mule_link,CHAIN-0011:A-0166>A-0193>A-0376,train
cross_case_link,P-0266,P-0241,money_mule_link,CHAIN-0156:A-0329>A-0023>A-0299,train
identity_resolution,P-0288,P-0378,same_individual_alias,PH-0288,train
cross_case_link,P-0226,P-0381,money_mule_link,CHAIN-0100:A-0281>A-0426>A-0189>A-0096>A-0468,test
cross_case_link,P-0352,P-0381,shared_burner_phone,PH-0352,train
cross_case_link,P-0225,P-0091,money_mule_link,A-0280>A-0110,train
cross_case_link,P-0009,P-0277,money_mule_link,CHAIN-0037:A-0010>A-0429>A-0225>A-0341,train
cross_case_link,P-0080,P-0281,money_mule_link,A-0096>A-0346,train
cross_case_link,P-0133,P-0115,money_mule_link,A-0164>A-0139,train
cross_case_link,P-0257,P-0279,money_mule_link,A-0320>A-0344,train
cross_case_link,P-0378,P-0010,money_mule_link,A-0465>A-0012,train
cross_case_link,P-0121,P-0230,money_mule_link,CHAIN-0197:A-0147>A-0435>A-0287,train
cross_case_link,P-0302,P-0216,money_mule_link,A-0371>A-0269,train
cross_case_link,P-0270,P-0138,shared_burner_phone,PH-0270,train
cross_case_link,P-0034,P-0079,money_mule_link,A-0041>A-0095,train
cross_case_link,P-0352,P-0088,money_mule_link,A-0433>A-0107,train
cross_case_link,P-0079,P-0293,money_mule_link,A-0095>A-0360,test
cross_case_link,P-0394,P-0367,money_mule_link,CHAIN-0098:A-0483>A-0026>A-0231>A-0256>A-0454,train
cross_case_link,P-0400,P-0338,money_mule_link,A-0491>A-0416,train
cross_case_link,P-0086,P-0062,money_mule_link,A-0104>A-0074,test
identity_resolution,P-0400,P-0401,same_individual_alias,PH-0116,train
cross_case_link,P-0078,P-0249,money_mule_link,A-0094>A-0308,train
cross_case_link,P-0345,P-0151,money_mule_link,A-0426>A-0189,train
cross_case_link,P-0005,P-0028,money_mule_link,A-0006>A-0033,train
identity_resolution,P-0094,P-0330,same_individual_alias,PH-0094,test
cross_case_link,P-0387,P-0053,money_mule_link,CHAIN-0054:A-0476>A-0333>A-0062,train
cross_case_link,P-0375,P-0355,money_mule_link,A-0462>A-0437,test
cross_case_link,P-0245,P-0060,money_mule_link,A-0304>A-0072,test
cross_case_link,P-0257,P-0124,money_mule_link,CHAIN-0066:A-0320>A-0479>A-0073>A-0152,test
cross_case_link,P-0234,P-0142,money_mule_link,A-0291>A-0178,train
identity_resolution,P-0362,P-0364,same_individual_alias,PH-0162,train
cross_case_link,P-0315,P-0343,money_mule_link,A-0387>A-0424,train
cross_case_link,CASE-032,CASE-056,money_mule_link,CHAIN-0113:A-0452>A-0466>A-0200>A-0229>A-0486,train
cross_case_link,P-0036,P-0091,money_mule_link,A-0043>A-0110,train
cross_case_link,P-0334,P-0337,money_mule_link,A-0411>A-0414,train
cross_case_link,P-0111,P-0093,money_mule_link,A-0135>A-0112,test
cross_case_link,CASE-050,CASE-011,money_mule_link,CHAIN-0068:A-0333>A-0121>A-0003>A-0370,train
cross_case_link,CASE-019,CASE-010,money_mule_link,CHAIN-0030:A-0085>A-0330>A-0144,test
cross_case_link,CASE-028,CASE-001,money_mule_link,CHAIN-0154:A-0265>A-0242>A-0179>A-0118,train
identity_resolution,P-0308,P-0309,same_individual_alias,PH-0179,train
identity_resolution,P-0061,P-0322,same_individual_alias,PH-0061,train
cross_case_link,P-0266,P-0019,money_mule_link,A-0329>A-0023,test
cross_case_link,P-0154,P-0023,shared_burner_phone,PH-0154,train
cross_case_link,P-0234,P-0130,money_mule_link,A-0291>A-0159,train
identity_resolution,P-0332,P-0333,same_individual_alias,PH-0073,test
cross_case_link,P-0381,P-0335,money_mule_link,CHAIN-0095:A-0468>A-0379>A-0412,train
cross_case_link,P-0252,P-0134,money_mule_link,CHAIN-0099:A-0313>A-0475>A-0154>A-0477>A-0166,train
cross_case_link,P-0393,P-0399,money_mule_link,A-0482>A-0490,train
cross_case_link,CASE-037,CASE-059,money_mule_link,CHAIN-0137:A-0319>A-0054>A-0212,train
cross_case_link,P-0223,P-0151,money_mule_link,A-0278>A-0189,train
cross_case_link,CASE-012,CASE-057,money_mule_link,CHAIN-0093:A-0258>A-0317>A-0477,train
identity_resolution,P-0367,P-0368,same_individual_alias,PH-0184,train
cross_case_link,CASE-036,CASE-044,money_mule_link,CHAIN-0010:A-0453>A-0173>A-0089,train
cross_case_link,P-0022,P-0340,money_mule_link,A-0027>A-0419,train
identity_resolution,P-0339,P-0340,same_individual_alias,PH-0071,train
cross_case_link,CASE-024,CASE-048,money_mule_link,CHAIN-0143:A-0141>A-0456>A-0222>A-0455>A-0445,train
cross_case_link,P-0366,P-0074,money_mule_link,CHAIN-0010:A-0453>A-0173>A-0089,train
identity_resolution,P-0071,P-0339,same_individual_alias,PH-0071,train
cross_case_link,P-0331,P-0239,money_mule_link,A-0405>A-0297,train
cross_case_link,P-0072,P-0078,money_mule_link,A-0086>A-0093,train
cross_case_link,P-0231,P-0324,money_mule_link,A-0288>A-0397,train
cross_case_link,P-0017,P-0205,money_mule_link,A-0021>A-0256,test
cross_case_link,P-0379,P-0151,money_mule_link,CHAIN-0121:A-0466>A-0418>A-0189,train
cross_case_link,P-0162,P-0118,money_mule_link,A-0201>A-0143,train
identity_resolution,P-0363,P-0364,same_individual_alias,PH-0162,test
identity_resolution,P-0389,P-0390,same_individual_alias,PH-0228,train
cross_case_link,P-0239,P-0291,money_mule_link,A-0297>A-0357,test
cross_case_link,P-0334,P-0022,money_mule_link,CHAIN-0019:A-0411>A-0414>A-0391>A-0285>A-0027,train
identity_resolution,P-0199,P-0304,same_individual_alias,PH-0199,test
cross_case_link,P-0263,P-0381,money_mule_link,A-0326>A-0468,train
cross_case_link,P-0064,P-0278,money_mule_link,A-0077>A-0343,train
cross_case_link,P-0361,P-0090,money_mule_link,A-0446>A-0109,train
cross_case_link,CASE-037,CASE-057,money_mule_link,CHAIN-0097:A-0457>A-0043>A-0005>A-0472,train
cross_case_link,P-0284,P-0043,money_mule_link,A-0349>A-0050,train
identity_resolution,P-0215,P-0335,same_individual_alias,PH-0215,train
cross_case_link,P-0149,P-0138,money_mule_link,A-0186>A-0172,train
cross_case_link,P-0078,P-0133,money_mule_link,A-0094>A-0164,train
identity_resolution,P-0375,P-0376,same_individual_alias,PH-0100,train
cross_case_link,P-0381,P-0246,money_mule_link,A-0468>A-0305,train
cross_case_link,P-0338,P-0156,money_mule_link,A-0416>A-0194,train
cross_case_link,P-0340,P-0250,money_mule_link,A-0419>A-0310,train
cross_case_link,P-0085,P-0204,money_mule_link,A-0102>A-0255,train
identity_resolution,P-0353,P-0354,same_individual_alias,PH-0086,train
cross_case_link,P-0152,P-0013,money_mule_link,A-0190>A-0015,train
cross_case_link,P-0115,P-0074,money_mule_link,A-0139>A-0089,test
cross_case_link,P-0302,P-0326,money_mule_link,A-0371>A-0399,train
cross_case_link,P-0256,P-0046,money_mule_link,A-0319>A-0054,test
cross_case_link,P-0284,P-0370,money_mule_link,CHAIN-0033:A-0349>A-0247>A-0457,train
cross_case_link,P-0295,P-0316,money_mule_link,A-0363>A-0388,train
cross_case_link,CASE-008,CASE-043,money_mule_link,CHAIN-0002:A-0281>A-0174>A-0236,train
identity_resolution,P-0148,P-0359,same_individual_alias,PH-0148,train
cross_case_link,P-0180,P-0250,money_mule_link,CHAIN-0006:A-0223>A-0345>A-0163>A-0419>A-0310,train
identity_resolution,P-0060,P-0329,same_individual_alias,PH-0060,train
cross_case_link,P-0180,P-0173,money_mule_link,A-0223>A-0214,train
identity_resolution,P-0362,P-0363,same_individual_alias,PH-0162,train
cross_case_link,P-0259,P-0248,money_mule_link,CHAIN-0041:A-0322>A-0047>A-0230>A-0412>A-0307,train
cross_case_link,P-0291,P-0067,shared_burner_phone,PH-0291,train
cross_case_link,P-0046,P-0171,money_mule_link,A-0054>A-0212,train
cross_case_link,P-0349,P-0289,money_mule_link,A-0430>A-0354,test
cross_case_link,P-0201,P-0303,money_mule_link,A-0250>A-0373,train
cross_case_link,P-0138,P-0373,money_mule_link,CHAIN-0052:A-0171>A-0308>A-0460,train
identity_resolution,P-0153,P-0316,same_individual_alias,PH-0153,train
cross_case_link,P-0380,P-0301,money_mule_link,A-0467>A-0370,test
cross_case_link,CASE-019,CASE-057,money_mule_link,CHAIN-0146:A-0055>A-0114>A-0166>A-0257,train
cross_case_link,P-0043,P-0007,money_mule_link,A-0051>A-0008,test
cross_case_link,P-0021,P-0126,money_mule_link,A-0026>A-0154,train
cross_case_link,CASE-057,CASE-008,money_mule_link,CHAIN-0077:A-0257>A-0192>A-0026>A-0146>A-0480,train
cross_case_link,CASE-022,CASE-045,money_mule_link,CHAIN-0079:A-0061>A-0301>A-0347>A-0433,train
identity_resolution,P-0341,P-0342,same_individual_alias,PH-0295,train
cross_case_link,P-0108,P-0047,money_mule_link,A-0131>A-0055,test
cross_case_link,CASE-018,CASE-027,money_mule_link,CHAIN-0177:A-0289>A-0095>A-0087>A-0465,train
cross_case_link,CASE-006,CASE-047,money_mule_link,CHAIN-0074:A-0331>A-0288>A-0397>A-0433>A-0107,train
cross_case_link,CASE-043,CASE-035,money_mule_link,CHAIN-0149:A-0072>A-0424>A-0349>A-0041,train
cross_case_link,CASE-008,CASE-015,money_mule_link,CHAIN-0028:A-0474>A-0339>A-0357>A-0029>A-0009,train
cross_case_link,CASE-017,CASE-048,money_mule_link,CHAIN-0133:A-0421>A-0317>A-0445,train
cross_case_link,CASE-052,CASE-039,money_mule_link,CHAIN-0091:A-0473>A-0182>A-0350,train
cross_case_link,CASE-007,CASE-041,money_mule_link,CHAIN-0110:A-0204>A-0273>A-0244,test
cross_case_link,CASE-029,CASE-008,money_mule_link,CHAIN-0039:A-0367>A-0021>A-0414>A-0459,train
cross_case_link,P-0380,P-0300,money_mule_link,A-0467>A-0369,test
cross_case_link,CASE-018,CASE-043,money_mule_link,CHAIN-0181:A-0012>A-0286>A-0235,train
cross_case_link,CASE-036,CASE-058,money_mule_link,CHAIN-0018:A-0186>A-0423>A-0061>A-0372,train
cross_case_link,P-0091,P-0102,money_mule_link,A-0110>A-0123,test
cross_case_link,P-0244,P-0293,money_mule_link,A-0303>A-0360,test
cross_case_link,P-0293,P-0378,shared_burner_phone,PH-0293,train
cross_case_link,CASE-010,CASE-051,money_mule_link,CHAIN-0021:A-0098>A-0144>A-0059>A-0421>A-0065,train
cross_case_link,P-0002,P-0119,money_mule_link,A-0002>A-0144,train
identity_resolution,P-0016,P-0394,same_individual_alias,PH-0016,train
cross_case_link,P-0242,P-0282,money_mule_link,A-0301>A-0347,train
cross_case_link,P-0190,P-0110,money_mule_link,CHAIN-0152:A-0235>A-0430>A-0441>A-0028>A-0134,train
cross_case_link,P-0060,P-0310,money_mule_link,A-0072>A-0381,train
cross_case_link,P-0076,P-0366,shared_burner_phone,PH-0076,test
cross_case_link,P-0302,P-0214,money_mule_link,A-0371>A-0267,train
cross_case_link,P-0070,P-0370,money_mule_link,A-0084>A-0457,test
cross_case_link,P-0180,P-0291,money_mule_link,CHAIN-0072:A-0223>A-0073>A-0217>A-0297>A-0357,train
cross_case_link,P-0370,P-0036,money_mule_link,A-0457>A-0043,train
cross_case_link,CASE-019,CASE-059,money_mule_link,CHAIN-0117:A-0208>A-0201>A-0143,train
cross_case_link,P-0081,P-0313,money_mule_link,A-0097>A-0385,train
cross_case_link,CASE-003,CASE-030,money_mule_link,CHAIN-0162:A-0214>A-0206>A-0421>A-0256,train
identity_resolution,P-0377,P-0379,same_individual_alias,PH-0288,train
cross_case_link,P-0224,P-0284,money_mule_link,A-0279>A-0349,train
cross_case_link,CASE-049,CASE-021,money_mule_link,CHAIN-0168:A-0043>A-0110>A-0084>A-0393,train
cross_case_link,P-0365,P-0307,money_mule_link,A-0452>A-0378,test
cross_case_link,CASE-017,CASE-002,money_mule_link,CHAIN-0196:A-0354>A-0305>A-0039>A-0462>A-0437,test
cross_case_link,P-0331,P-0386,money_mule_link,CHAIN-0199:A-0405>A-0297>A-0288>A-0474,train
cross_case_link,P-0295,P-0049,money_mule_link,A-0363>A-0057,test
cross_case_link,CASE-058,CASE-057,money_mule_link,CHAIN-0026:A-0378>A-0466>A-0386>A-0049,train
cross_case_link,P-0365,P-0396,money_mule_link,CHAIN-0113:A-0452>A-0466>A-0200>A-0229>A-0486,train
cross_case_link,P-0239,P-0231,money_mule_link,A-0297>A-0288,train
cross_case_link,P-0306,P-0394,money_mule_link,A-0376>A-0483,train
cross_case_link,P-0142,P-0102,money_mule_link,A-0178>A-0123,train
cross_case_link,P-0306,P-0148,money_mule_link,A-0376>A-0185,train
cross_case_link,P-0153,P-0064,money_mule_link,A-0191>A-0077,train
cross_case_link,P-0003,P-0209,money_mule_link,A-0004>A-0260,train
cross_case_link,P-0358,P-0194,money_mule_link,CHAIN-0022:A-0441>A-0288>A-0242,train
cross_case_link,CASE-044,CASE-038,money_mule_link,CHAIN-0043:A-0189>A-0073>A-0214>A-0373>A-0384,train
cross_case_link,P-0167,P-0341,money_mule_link,A-0206>A-0421,train
cross_case_link,P-0062,P-0215,money_mule_link,A-0074>A-0268,train
cross_case_link,P-0004,P-0041,money_mule_link,A-0005>A-0048,test
cross_case_link,P-0370,P-0052,money_mule_link,CHAIN-0123:A-0457>A-0332>A-0105>A-0097>A-0061,test
cross_case_link,P-0381,P-0308,money_mule_link,A-0468>A-0379,train
cross_case_link,P-0119,P-0050,money_mule_link,A-0144>A-0059,train
cross_case_link,P-0043,P-0049,money_mule_link,A-0050>A-0057,test
cross_case_link,P-0249,P-0332,money_mule_link,A-0308>A-0408,train
cross_case_link,P-0191,P-0023,money_mule_link,CHAIN-0153:A-0237>A-0257>A-0028,train
cross_case_link,P-0168,P-0311,money_mule_link,A-0208>A-0383,train
identity_resolution,P-0251,P-0357,same_individual_alias,PH-0251,train
identity_resolution,P-0150,P-0397,same_individual_alias,PH-0150,train
cross_case_link,P-0010,P-0229,money_mule_link,A-0012>A-0286,train
cross_case_link,P-0306,P-0340,money_mule_link,CHAIN-0157:A-0376>A-0483>A-0027>A-0419,train
cross_case_link,CASE-010,CASE-042,money_mule_link,CHAIN-0083:A-0398>A-0072>A-0381>A-0288>A-0321,test
cross_case_link,P-0192,P-0338,money_mule_link,A-0240>A-0416,train
cross_case_link,P-0281,P-0266,shared_burner_phone,PH-0281,train
cross_case_link,CASE-034,CASE-037,money_mule_link,CHAIN-0200:A-0320>A-0344>A-0027,train
cross_case_link,P-0389,P-0042,money_mule_link,CHAIN-0170:A-0478>A-0414>A-0292>A-0415>A-0049,test
cross_case_link,P-0354,P-0230,money_mule_link,A-0435>A-0287,train
cross_case_link,P-0134,P-0206,money_mule_link,A-0166>A-0257,train
identity_resolution,P-0215,P-0337,same_individual_alias,PH-0215,train
cross_case_link,P-0278,P-0179,money_mule_link,CHAIN-0032:A-0343>A-0480>A-0222,train
cross_case_link,CASE-043,CASE-012,money_mule_link,CHAIN-0012:A-0191>A-0357>A-0395,train
cross_case_link,P-0081,P-0061,shared_burner_phone,PH-0081,train
cross_case_link,P-0203,P-0356,money_mule_link,A-0254>A-0439,train
cross_case_link,P-0199,P-0370,money_mule_link,A-0247>A-0457,train
cross_case_link,P-0382,P-0349,money_mule_link,A-0469>A-0430,test
cross_case_link,P-0246,P-0190,money_mule_link,A-0305>A-0236,test
identity_resolution,P-0392,P-0393,same_individual_alias,PH-0290,train
cross_case_link,CASE-001,CASE-058,money_mule_link,CHAIN-0031:A-0022>A-0173>A-0179>A-0371,test
cross_case_link,P-0015,P-0314,money_mule_link,A-0019>A-0386,train
cross_case_link,P-0191,P-0020,money_mule_link,A-0237>A-0025,train
cross_case_link,P-0395,P-0018,money_mule_link,A-0485>A-0022,train
cross_case_link,P-0018,P-0139,money_mule_link,A-0022>A-0173,test
cross_case_link,P-0212,P-0098,money_mule_link,CHAIN-0154:A-0265>A-0242>A-0179>A-0118,train
cross_case_link,P-0390,P-0112,shared_burner_phone,PH-0390,train
identity_resolution,P-0070,P-0372,same_individual_alias,PH-0070,train
cross_case_link,P-0400,P-0361,money_mule_link,A-0491>A-0446,test
cross_case_link,P-0338,P-0191,money_mule_link,A-0416>A-0238,test
identity_resolution,P-0309,P-0310,same_individual_alias,PH-0179,train
cross_case_link,P-0303,P-0312,money_mule_link,A-0373>A-0384,train
cross_case_link,P-0134,P-0155,money_mule_link,A-0166>A-0193,test
cross_case_link,CASE-017,CASE-039,money_mule_link,CHAIN-0102:A-0421>A-0021>A-0256>A-0394,train
cross_case_link,P-0289,P-0246,money_mule_link,A-0354>A-0305,train
cross_case_link,P-0365,P-0312,money_mule_link,A-0452>A-0384,train
cross_case_link,P-0096,P-0137,money_mule_link,A-0115>A-0170,train
cross_case_link,P-0004,P-0164,money_mule_link,A-0005>A-0203,train
identity_resolution,P-0086,P-0354,same_individual_alias,PH-0086,train
cross_case_link,CASE-032,CASE-052,money_mule_link,CHAIN-0142:A-0203>A-0341>A-0227,train
cross_case_link,P-0257,P-0390,money_mule_link,A-0320>A-0479,train
cross_case_link,P-0129,P-0351,money_mule_link,A-0158>A-0432,test
cross_case_link,CASE-050,CASE-007,money_mule_link,CHAIN-0029:A-0285>A-0453>A-0193,train
cross_case_link,CASE-037,CASE-032,money_mule_link,CHAIN-0188:A-0086>A-0093>A-0062,train
cross_case_link,P-0341,P-0254,money_mule_link,A-0421>A-0317,train
cross_case_link,P-0265,P-0153,money_mule_link,A-0328>A-0191,test
cross_case_link,P-0252,P-0221,money_mule_link,A-0313>A-0276,train
cross_case_link,CASE-012,CASE-047,money_mule_link,CHAIN-0157:A-0376>A-0483>A-0027>A-0419,test
cross_case_link,P-0072,P-0240,money_mule_link,A-0086>A-0298,train
cross_case_link,P-0379,P-0132,money_mule_link,A-0466>A-0163,train
cross_case_link,P-0376,P-0052,money_mule_link,A-0463>A-0061,train
cross_case_link,P-0133,P-0013,shared_burner_phone,PH-0133,train
cross_case_link,P-0011,P-0361,money_mule_link,CHAIN-0053:A-0013>A-0243>A-0055>A-0491>A-0446,test
cross_case_link,P-0023,P-0110,money_mule_link,A-0028>A-0134,train
cross_case_link,P-0040,P-0193,money_mule_link,A-0047>A-0241,train
cross_case_link,CASE-043,CASE-059,money_mule_link,CHAIN-0152:A-0235>A-0430>A-0441>A-0028>A-0134,test
cross_case_link,P-0036,P-0320,money_mule_link,CHAIN-0168:A-0043>A-0110>A-0084>A-0393,train
identity_resolution,P-0285,P-0351,same_individual_alias,PH-0285,train
cross_case_link,P-0022,P-0055,money_mule_link,CHAIN-0192:A-0027>A-0247>A-0066,train
identity_resolution,P-0252,P-0384,same_individual_alias,PH-0252,train
cross_case_link,CASE-019,CASE-055,money_mule_link,CHAIN-0147:A-0208>A-0245>A-0195,train
identity_resolution,P-0141,P-0399,same_individual_alias,PH-0141,train
cross_case_link,CASE-036,CASE-017,money_mule_link,CHAIN-0051:A-0186>A-0172>A-0323,train
cross_case_link,CASE-054,CASE-031,money_mule_link,CHAIN-0132:A-0280>A-0191>A-0077>A-0343>A-0468,train
cross_case_link,P-0224,P-0017,money_mule_link,A-0279>A-0021,train
cross_case_link,P-0049,P-0201,money_mule_link,CHAIN-0178:A-0057>A-0010>A-0251,train
cross_case_link,P-0241,P-0078,money_mule_link,A-0300>A-0094,train
cross_case_link,P-0012,P-0062,money_mule_link,CHAIN-0195:A-0014>A-0191>A-0485>A-0022>A-0074,train
cross_case_link,P-0385,P-0038,money_mule_link,A-0473>A-0045,train
cross_case_link,P-0380,P-0044,money_mule_link,CHAIN-0055:A-0467>A-0173>A-0052,train
cross_case_link,P-0212,P-0374,money_mule_link,A-0264>A-0461,train
cross_case_link,P-0135,P-0315,money_mule_link,A-0167>A-0387,train
cross_case_link,P-0072,P-0166,money_mule_link,CHAIN-0075:A-0086>A-0298>A-0370>A-0205,train
identity_resolution,P-0199,P-0303,same_individual_alias,PH-0199,train
cross_case_link,CASE-021,CASE-056,money_mule_link,CHAIN-0063:A-0393>A-0298>A-0375,train
cross_case_link,P-0195,P-0324,money_mule_link,A-0243>A-0397,train
cross_case_link,CASE-037,CASE-036,money_mule_link,CHAIN-0193:A-0016>A-0197>A-0008>A-0135>A-0112,train
cross_case_link,P-0088,P-0340,money_mule_link,CHAIN-0108:A-0106>A-0097>A-0385>A-0420,train
cross_case_link,P-0320,P-0393,money_mule_link,A-0393>A-0482,train
cross_case_link,P-0070,P-0320,money_mule_link,A-0084>A-0393,train
identity_resolution,P-0259,P-0381,same_individual_alias,PH-0259,train
cross_case_link,P-0165,P-0219,money_mule_link,A-0204>A-0273,test
cross_case_link,P-0237,P-0265,money_mule_link,CHAIN-0125:A-0294>A-0424>A-0373>A-0330>A-0328,train
cross_case_link,P-0110,P-0238,shared_burner_phone,PH-0110,train
cross_case_link,P-0247,P-0248,money_mule_link,A-0306>A-0307,train
cross_case_link,P-0044,P-0128,money_mule_link,A-0052>A-0156,test
cross_case_link,P-0140,P-0190,money_mule_link,A-0174>A-0236,test
cross_case_link,P-0057,P-0113,money_mule_link,A-0069>A-0137,train
cross_case_link,P-0251,P-0343,money_mule_link,A-0311>A-0424,train
cross_case_link,P-0011,P-0195,money_mule_link,A-0013>A-0243,train
cross_case_link,P-0390,P-0257,money_mule_link,A-0479>A-0320,train
identity_resolution,P-0353,P-0355,same_individual_alias,PH-0086,test
cross_case_link,CASE-028,CASE-060,money_mule_link,CHAIN-0056:A-0272>A-0326>A-0468>A-0014,train
cross_case_link,CASE-033,CASE-031,money_mule_link,CHAIN-0085:A-0462>A-0023>A-0336>A-0466,test
cross_case_link,P-0186,P-0335,money_mule_link,A-0230>A-0412,train
cross_case_link,P-0149,P-0302,money_mule_link,CHAIN-0018:A-0186>A-0423>A-0061>A-0372,train
cross_case_link,CASE-054,CASE-037,money_mule_link,CHAIN-0023:A-0424>A-0059>A-0128>A-0022>A-0086,train
identity_resolution,P-0394,P-0395,same_individual_alias,PH-0016,train
cross_case_link,CASE-028,CASE-042,money_mule_link,CHAIN-0145:A-0264>A-0461>A-0099>A-0463>A-0121,train
cross_case_link,CASE-025,CASE-021,money_mule_link,CHAIN-0072:A-0223>A-0073>A-0217>A-0297>A-0357,train
cross_case_link,P-0391,P-0179,money_mule_link,A-0480>A-0222,train
cross_case_link,P-0339,P-0151,money_mule_link,A-0418>A-0189,train
cross_case_link,P-0139,P-0074,money_mule_link,A-0173>A-0089,train
cross_case_link,P-0126,P-0388,money_mule_link,A-0154>A-0477,train
cross_case_link,P-0330,P-0061,money_mule_link,CHAIN-0135:A-0403>A-0060>A-0363>A-0057>A-0073,train
cross_case_link,P-0277,P-0367,money_mule_link,CHAIN-0124:A-0341>A-0233>A-0387>A-0424>A-0454,train
cross_case_link,CASE-030,CASE-019,money_mule_link,CHAIN-0119:A-0202>A-0266>A-0118>A-0131>A-0055,test
cross_case_link,P-0028,P-0195,money_mule_link,A-0033>A-0243,test
cross_case_link,P-0091,P-0261,money_mule_link,A-0110>A-0324,train
identity_resolution,P-0059,P-0306,same_individual_alias,PH-0059,train
cross_case_link,P-0342,P-0052,money_mule_link,A-0423>A-0061,train
cross_case_link,CASE-044,CASE-019,money_mule_link,CHAIN-0038:A-0089>A-0016>A-0208>A-0383,train
identity_resolution,P-0356,P-0357,same_individual_alias,PH-0251,train
cross_case_link,CASE-021,CASE-058,money_mule_link,CHAIN-0099:A-0313>A-0475>A-0154>A-0477>A-0166,train
cross_case_link,P-0141,P-0156,money_mule_link,CHAIN-0194:A-0176>A-0001>A-0194,test
identity_resolution,P-0153,P-0318,same_individual_alias,PH-0153,test
cross_case_link,P-0033,P-0375,money_mule_link,A-0039>A-0462,train
cross_case_link,P-0081,P-0260,money_mule_link,A-0097>A-0323,train
cross_case_link,P-0191,P-0372,money_mule_link,A-0238>A-0459,train
cross_case_link,P-0192,P-0087,money_mule_link,CHAIN-0101:A-0240>A-0242>A-0308>A-0408>A-0105,train
cross_case_link,P-0047,P-0206,money_mule_link,CHAIN-0146:A-0055>A-0114>A-0166>A-0257,train
cross_case_link,P-0237,P-0266,money_mule_link,CHAIN-0014:A-0294>A-0480>A-0329,train
cross_case_link,P-0380,P-0139,money_mule_link,A-0467>A-0173,train
cross_case_link,P-0359,P-0066,money_mule_link,CHAIN-0060:A-0443>A-0047>A-0241>A-0080,train
identity_resolution,P-0290,P-0392,same_individual_alias,PH-0290,test
cross_case_link,CASE-051,CASE-042,money_mule_link,CHAIN-0155:A-0466>A-0163>A-0430,train
cross_case_link,P-0299,P-0127,money_mule_link,CHAIN-0005:A-0368>A-0001>A-0311>A-0155,test
cross_case_link,P-0184,P-0381,money_mule_link,A-0228>A-0468,train
cross_case_link,P-0143,P-0302,money_mule_link,A-0179>A-0371,train
cross_case_link,CASE-014,CASE-011,money_mule_link,CHAIN-0151:A-0054>A-0196>A-0370,train
cross_case_link,P-0216,P-0065,shared_burner_phone,PH-0216,test
cross_case_link,CASE-012,CASE-044,money_mule_link,CHAIN-0120:A-0176>A-0461>A-0407,train
